event_id,timestamp,equipment_id,event_type,details
1044,2023-09-06 05:40:33.180314,MCH007,STOP,Stop: Hydraulic Leak
1045,2023-09-06 07:42:46.204818,MCH007,START,Restart after Unplanned - Breakdown
1046,2023-09-07 13:52:38.420183,MCH007,STOP,Stop: Software Update
1047,2023-09-07 22:23:17.822376,MCH007,START,Restart after Planned Maintenance
1071,2023-09-13 08:47:19.492316,MCH007,ALARM,Pre-stop alarm: Other Breakdown
1072,2023-09-13 08:47:19.492316,MCH007,STOP,Stop: Other Breakdown
1073,2023-09-13 11:57:48.571906,MCH007,START,Restart after Unplanned - Breakdown
1106,2023-09-21 21:07:40.470054,MCH007,STOP,Stop: Setup Adjustment
1107,2023-09-21 21:32:53.287176,MCH007,START,Restart after Changeover
1170,2023-10-05 14:12:26.381206,MCH007,ALARM,Pre-stop alarm: Other Breakdown
1171,2023-10-05 14:12:26.381206,MCH007,STOP,Stop: Other Breakdown
1174,2023-10-05 19:22:54.510978,MCH007,START,Restart after Unplanned - Breakdown
1198,2023-10-09 19:22:18.464214,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
1199,2023-10-09 19:22:18.464214,MCH007,STOP,Stop: Hydraulic Leak
1200,2023-10-09 21:16:16.579932,MCH007,START,Restart after Unplanned - Breakdown
1204,2023-10-11 07:43:26.430098,MCH007,STOP,Stop: Quality Issue
1205,2023-10-11 07:43:54.736089,MCH007,START,Restart after Unplanned - Process
1235,2023-10-19 17:07:50.335290,MCH007,STOP,Stop: Quality Issue
1236,2023-10-19 17:56:36.703345,MCH007,START,Restart after Unplanned - Process
1240,2023-10-20 15:01:09.691824,MCH007,ALARM,Pre-stop alarm: Other Breakdown
1241,2023-10-20 15:01:09.691824,MCH007,STOP,Stop: Other Breakdown
1244,2023-10-20 15:41:13.865090,MCH007,START,Restart after Unplanned - Breakdown
1269,2023-10-27 06:09:15.117511,MCH007,ALARM,Pre-stop alarm: Other Breakdown
1270,2023-10-27 06:09:15.117511,MCH007,STOP,Stop: Other Breakdown
1271,2023-10-27 08:56:51.823458,MCH007,START,Restart after Unplanned - Breakdown
1274,2023-10-28 03:58:47.217318,MCH007,STOP,Stop: Product Changeover
1275,2023-10-28 04:28:56.428706,MCH007,START,Restart after Changeover
1283,2023-10-30 16:47:25.217212,MCH007,STOP,Stop: Operator Error
1284,2023-10-30 18:43:04.857226,MCH007,START,Restart after Unplanned - Process
1293,2023-11-02 09:22:45.338735,MCH007,ALARM,Pre-stop alarm: Electrical Fault
1294,2023-11-02 09:22:45.338735,MCH007,STOP,Stop: Electrical Fault
1295,2023-11-02 14:37:17.980223,MCH007,START,Restart after Unplanned - Breakdown
1299,2023-11-03 09:00:08.879387,MCH007,STOP,Stop: Quality Issue
1300,2023-11-03 09:10:31.306213,MCH007,START,Restart after Unplanned - Process
1301,2023-11-03 22:11:35.534387,MCH007,ALARM,Pre-stop alarm: Mechanical Failure
1302,2023-11-03 22:11:35.534387,MCH007,STOP,Stop: Mechanical Failure
1305,2023-11-04 00:43:09.221431,MCH007,START,Restart after Unplanned - Breakdown
1309,2023-11-04 10:33:16.964953,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
1310,2023-11-04 10:33:16.964953,MCH007,STOP,Stop: Hydraulic Leak
1311,2023-11-04 13:31:04.997938,MCH007,START,Restart after Unplanned - Breakdown
1370,2023-11-22 04:27:26.430755,MCH007,STOP,Stop: Operator Error
1371,2023-11-22 05:29:04.885538,MCH007,START,Restart after Unplanned - Process
1394,2023-11-26 02:37:00.779514,MCH007,STOP,Stop: Operator Error
1395,2023-11-26 02:39:46.402580,MCH007,START,Restart after Unplanned - Process
1400,2023-11-28 21:02:16.264981,MCH007,ALARM,Pre-stop alarm: Other Breakdown
1401,2023-11-28 21:02:16.264981,MCH007,STOP,Stop: Other Breakdown
1402,2023-11-28 22:46:13.175888,MCH007,START,Restart after Unplanned - Breakdown
1405,2023-11-29 18:40:48.674506,MCH007,ALARM,Pre-stop alarm: Electrical Fault
1406,2023-11-29 18:40:48.674506,MCH007,STOP,Stop: Electrical Fault
1408,2023-11-29 22:06:13.606701,MCH007,START,Restart after Unplanned - Breakdown
1413,2023-12-01 15:18:51.966800,MCH007,ALARM,Pre-stop alarm: Sensor Error
1414,2023-12-01 15:18:51.966800,MCH007,STOP,Stop: Sensor Error
1415,2023-12-01 20:10:55.556848,MCH007,START,Restart after Unplanned - Breakdown
1419,2023-12-02 21:29:19.043065,MCH007,STOP,Stop: Calibration
1420,2023-12-03 06:51:25.424531,MCH007,START,Restart after Planned Maintenance
1490,2023-12-18 08:41:15.013031,MCH007,STOP,Stop: Quality Issue
1491,2023-12-18 09:16:51.258717,MCH007,START,Restart after Unplanned - Process
1508,2023-12-23 11:24:40.629826,MCH007,STOP,Stop: Routine Check
1509,2023-12-23 18:36:48.171795,MCH007,START,Restart after Planned Maintenance
1513,2023-12-26 01:45:00.146061,MCH007,ALARM,Pre-stop alarm: Sensor Error
1514,2023-12-26 01:45:00.146061,MCH007,STOP,Stop: Sensor Error
1515,2023-12-26 08:29:47.811986,MCH007,START,Restart after Unplanned - Breakdown
1517,2023-12-26 20:53:13.150288,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
1518,2023-12-26 20:53:13.150288,MCH007,STOP,Stop: Hydraulic Leak
1520,2023-12-27 05:13:45.979941,MCH007,START,Restart after Unplanned - Breakdown
1530,2023-12-28 19:15:01.571144,MCH007,ALARM,Pre-stop alarm: Mechanical Failure
1531,2023-12-28 19:15:01.571144,MCH007,STOP,Stop: Mechanical Failure
1532,2023-12-28 19:35:31.216198,MCH007,START,Restart after Unplanned - Breakdown
4,2023-01-01 07:36:00.000000,MCH008,START,Initial startup
42,2023-01-05 19:12:26.324870,MCH008,STOP,Stop: Product Changeover
43,2023-01-05 19:46:31.196180,MCH008,START,Restart after Changeover
52,2023-01-06 21:05:44.425608,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
53,2023-01-06 21:05:44.425608,MCH008,STOP,Stop: Mechanical Failure
54,2023-01-07 01:04:56.532579,MCH008,START,Restart after Unplanned - Breakdown
81,2023-01-22 11:09:43.806037,MCH008,STOP,Stop: Operator Error
82,2023-01-22 12:47:13.665691,MCH008,START,Restart after Unplanned - Process
83,2023-01-22 23:13:02.629597,MCH008,STOP,Stop: Product Changeover
84,2023-01-22 23:47:33.560841,MCH008,START,Restart after Changeover
99,2023-01-24 22:15:01.891430,MCH008,STOP,Stop: Material Shortage
100,2023-01-25 00:37:14.140920,MCH008,START,Restart after Unplanned - Process
126,2023-02-01 09:55:50.481682,MCH008,ALARM,Pre-stop alarm: Sensor Error
127,2023-02-01 09:55:50.481682,MCH008,STOP,Stop: Sensor Error
128,2023-02-01 11:28:56.288922,MCH008,START,Restart after Unplanned - Breakdown
140,2023-02-04 01:36:04.996203,MCH008,ALARM,Pre-stop alarm: Sensor Error
141,2023-02-04 01:36:04.996203,MCH008,STOP,Stop: Sensor Error
144,2023-02-04 04:01:17.366611,MCH008,START,Restart after Unplanned - Breakdown
184,2023-02-13 19:22:42.138039,MCH008,STOP,Stop: Setup Adjustment
185,2023-02-13 19:51:55.304991,MCH008,START,Restart after Changeover
186,2023-02-14 07:19:26.296272,MCH008,STOP,Stop: Operator Error
187,2023-02-14 07:20:48.376642,MCH008,START,Restart after Unplanned - Process
191,2023-02-15 04:16:46.976310,MCH008,ALARM,Pre-stop alarm: Electrical Fault
192,2023-02-15 04:16:46.976310,MCH008,STOP,Stop: Electrical Fault
195,2023-02-15 08:13:01.551362,MCH008,START,Restart after Unplanned - Breakdown
229,2023-02-23 17:28:22.751580,MCH008,ALARM,Pre-stop alarm: Electrical Fault
230,2023-02-23 17:28:22.751580,MCH008,STOP,Stop: Electrical Fault
233,2023-02-24 06:03:49.302838,MCH008,START,Restart after Unplanned - Breakdown
235,2023-02-24 14:38:57.408249,MCH008,STOP,Stop: Setup Adjustment
236,2023-02-24 15:08:26.942557,MCH008,START,Restart after Changeover
273,2023-03-06 20:32:38.444305,MCH008,ALARM,Pre-stop alarm: Hydraulic Leak
274,2023-03-06 20:32:38.444305,MCH008,STOP,Stop: Hydraulic Leak
275,2023-03-07 02:07:19.142302,MCH008,START,Restart after Unplanned - Breakdown
279,2023-03-08 08:03:51.895934,MCH008,ALARM,Pre-stop alarm: Electrical Fault
280,2023-03-08 08:03:51.895934,MCH008,STOP,Stop: Electrical Fault
281,2023-03-08 09:21:07.042324,MCH008,START,Restart after Unplanned - Breakdown
314,2023-03-15 19:50:05.087615,MCH008,STOP,Stop: Tooling Issue
315,2023-03-15 20:14:02.236566,MCH008,START,Restart after Unplanned - Process
328,2023-03-19 10:37:28.958726,MCH008,ALARM,Pre-stop alarm: Other Breakdown
329,2023-03-19 10:37:28.958726,MCH008,STOP,Stop: Other Breakdown
330,2023-03-19 12:52:52.727613,MCH008,START,Restart after Unplanned - Breakdown
337,2023-03-20 18:49:09.519853,MCH008,ALARM,Pre-stop alarm: Sensor Error
338,2023-03-20 18:49:09.519853,MCH008,STOP,Stop: Sensor Error
339,2023-03-20 22:21:36.416584,MCH008,START,Restart after Unplanned - Breakdown
502,2023-05-02 11:44:11.788441,MCH008,ALARM,Pre-stop alarm: Electrical Fault
503,2023-05-02 11:44:11.788441,MCH008,STOP,Stop: Electrical Fault
505,2023-05-02 17:17:21.474858,MCH008,START,Restart after Unplanned - Breakdown
569,2023-05-18 11:46:00.476687,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
570,2023-05-18 11:46:00.476687,MCH008,STOP,Stop: Mechanical Failure
571,2023-05-18 13:55:14.832824,MCH008,START,Restart after Unplanned - Breakdown
602,2023-05-25 07:46:34.306881,MCH008,ALARM,Pre-stop alarm: Other Breakdown
603,2023-05-25 07:46:34.306881,MCH008,STOP,Stop: Other Breakdown
604,2023-05-25 09:21:31.440360,MCH008,START,Restart after Unplanned - Breakdown
634,2023-06-02 01:37:26.431953,MCH008,ALARM,Pre-stop alarm: Other Breakdown
635,2023-06-02 01:37:26.431953,MCH008,STOP,Stop: Other Breakdown
636,2023-06-02 05:22:43.016295,MCH008,START,Restart after Unplanned - Breakdown
637,2023-06-02 15:45:18.275457,MCH008,ALARM,Pre-stop alarm: Other Breakdown
638,2023-06-02 15:45:18.275457,MCH008,STOP,Stop: Other Breakdown
639,2023-06-02 16:04:05.644365,MCH008,START,Restart after Unplanned - Breakdown
649,2023-06-04 18:59:04.076743,MCH008,STOP,Stop: Product Changeover
650,2023-06-04 19:31:56.503342,MCH008,START,Restart after Changeover
696,2023-06-16 04:49:05.505374,MCH008,ALARM,Pre-stop alarm: Other Breakdown
697,2023-06-16 04:49:05.505374,MCH008,STOP,Stop: Other Breakdown
698,2023-06-16 10:27:54.191174,MCH008,START,Restart after Unplanned - Breakdown
736,2023-06-24 01:52:45.632787,MCH008,STOP,Stop: Setup Adjustment
738,2023-06-24 02:27:33.260527,MCH008,START,Restart after Changeover
764,2023-07-02 09:36:38.991094,MCH008,STOP,Stop: Operator Error
765,2023-07-02 10:17:35.248284,MCH008,START,Restart after Unplanned - Process
793,2023-07-07 15:59:49.494888,MCH008,STOP,Stop: Material Shortage
794,2023-07-07 16:13:27.295299,MCH008,START,Restart after Unplanned - Process
797,2023-07-08 18:18:10.662216,MCH008,ALARM,Pre-stop alarm: Sensor Error
798,2023-07-08 18:18:10.662216,MCH008,STOP,Stop: Sensor Error
799,2023-07-09 00:16:34.011350,MCH008,START,Restart after Unplanned - Breakdown
806,2023-07-13 06:45:27.120457,MCH008,ALARM,Pre-stop alarm: Electrical Fault
807,2023-07-13 06:45:27.120457,MCH008,STOP,Stop: Electrical Fault
808,2023-07-13 08:45:53.475127,MCH008,START,Restart after Unplanned - Breakdown
892,2023-08-03 00:13:15.703104,MCH008,STOP,Stop: Setup Adjustment
893,2023-08-03 00:41:23.924280,MCH008,START,Restart after Changeover
951,2023-08-15 18:01:59.180418,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
952,2023-08-15 18:01:59.180418,MCH008,STOP,Stop: Mechanical Failure
953,2023-08-15 19:41:18.284350,MCH008,START,Restart after Unplanned - Breakdown
970,2023-08-20 00:10:06.843786,MCH008,STOP,Stop: Quality Issue
972,2023-08-20 03:28:17.865783,MCH008,START,Restart after Unplanned - Process
1016,2023-08-30 05:39:07.430159,MCH008,STOP,Stop: Setup Adjustment
1017,2023-08-30 06:05:35.935072,MCH008,START,Restart after Changeover
1021,2023-08-31 13:37:27.605505,MCH008,STOP,Stop: Tooling Issue
1022,2023-08-31 14:17:14.341761,MCH008,START,Restart after Unplanned - Process
1030,2023-09-04 19:42:06.353130,MCH008,STOP,Stop: Quality Issue
1031,2023-09-04 20:14:10.819202,MCH008,START,Restart after Unplanned - Process
1039,2023-09-05 22:55:25.769791,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
1040,2023-09-05 22:55:25.769791,MCH008,STOP,Stop: Mechanical Failure
1042,2023-09-06 01:36:35.287655,MCH008,START,Restart after Unplanned - Breakdown
1051,2023-09-08 08:02:09.681350,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
1052,2023-09-08 08:02:09.681350,MCH008,STOP,Stop: Mechanical Failure
1053,2023-09-08 09:23:49.559233,MCH008,START,Restart after Unplanned - Breakdown
1090,2023-09-19 21:43:32.521539,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
1091,2023-09-19 21:43:32.521539,MCH008,STOP,Stop: Mechanical Failure
1092,2023-09-19 22:04:44.424926,MCH008,START,Restart after Unplanned - Breakdown
1115,2023-09-23 17:03:14.704806,MCH008,ALARM,Pre-stop alarm: Hydraulic Leak
1116,2023-09-23 17:03:14.704806,MCH008,STOP,Stop: Hydraulic Leak
1118,2023-09-23 20:10:05.023082,MCH008,START,Restart after Unplanned - Breakdown
1130,2023-09-25 17:20:35.086068,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
1131,2023-09-25 17:20:35.086068,MCH008,STOP,Stop: Mechanical Failure
1134,2023-09-26 04:25:29.728601,MCH008,START,Restart after Unplanned - Breakdown
1139,2023-09-26 10:23:19.797899,MCH008,ALARM,Pre-stop alarm: Sensor Error
1140,2023-09-26 10:23:19.797899,MCH008,STOP,Stop: Sensor Error
1143,2023-09-26 15:12:13.056687,MCH008,START,Restart after Unplanned - Breakdown
1145,2023-09-27 15:19:52.822912,MCH008,ALARM,Pre-stop alarm: Mechanical Failure
1146,2023-09-27 15:19:52.822912,MCH008,STOP,Stop: Mechanical Failure
1150,2023-09-27 19:11:57.282386,MCH008,START,Restart after Unplanned - Breakdown
1151,2023-09-29 06:41:17.714228,MCH008,ALARM,Pre-stop alarm: Electrical Fault
1152,2023-09-29 06:41:17.714228,MCH008,STOP,Stop: Electrical Fault
1155,2023-09-29 13:22:35.555056,MCH008,START,Restart after Unplanned - Breakdown
1193,2023-10-09 01:35:32.255552,MCH008,ALARM,Pre-stop alarm: Electrical Fault
1194,2023-10-09 01:35:32.255552,MCH008,STOP,Stop: Electrical Fault
1195,2023-10-09 02:58:18.338833,MCH008,START,Restart after Unplanned - Breakdown
1227,2023-10-18 03:26:21.511693,MCH008,ALARM,Pre-stop alarm: Sensor Error
1228,2023-10-18 03:26:21.511693,MCH008,STOP,Stop: Sensor Error
1229,2023-10-18 05:07:26.212975,MCH008,START,Restart after Unplanned - Breakdown
1230,2023-10-18 18:06:28.717855,MCH008,ALARM,Pre-stop alarm: Other Breakdown
1231,2023-10-18 18:06:28.717855,MCH008,STOP,Stop: Other Breakdown
1232,2023-10-19 03:31:42.249181,MCH008,START,Restart after Unplanned - Breakdown
1238,2023-10-20 13:05:26.308399,MCH008,STOP,Stop: Material Shortage
1239,2023-10-20 13:37:54.358068,MCH008,START,Restart after Unplanned - Process
1277,2023-10-29 00:52:32.110000,MCH008,ALARM,Pre-stop alarm: Electrical Fault
1278,2023-10-29 00:52:32.110000,MCH008,STOP,Stop: Electrical Fault
1281,2023-10-29 06:52:50.111501,MCH008,START,Restart after Unplanned - Breakdown
1324,2023-11-08 05:13:14.209032,MCH008,STOP,Stop: Tooling Issue
1325,2023-11-08 05:23:33.969119,MCH008,START,Restart after Unplanned - Process
1342,2023-11-13 19:01:08.945449,MCH008,STOP,Stop: Tooling Issue
1343,2023-11-13 19:30:33.173022,MCH008,START,Restart after Unplanned - Process
1396,2023-11-26 10:48:14.310188,MCH008,STOP,Stop: Setup Adjustment
1397,2023-11-26 11:20:48.249613,MCH008,START,Restart after Changeover
1427,2023-12-05 10:14:08.173608,MCH008,ALARM,Pre-stop alarm: Other Breakdown
1428,2023-12-05 10:14:08.173608,MCH008,STOP,Stop: Other Breakdown
1432,2023-12-05 18:23:43.792958,MCH008,START,Restart after Unplanned - Breakdown
1440,2023-12-06 18:52:24.820554,MCH008,STOP,Stop: Operator Error
1441,2023-12-06 18:53:14.587432,MCH008,START,Restart after Unplanned - Process
1462,2023-12-11 06:28:42.100279,MCH008,ALARM,Pre-stop alarm: Hydraulic Leak
1463,2023-12-11 06:28:42.100279,MCH008,STOP,Stop: Hydraulic Leak
1465,2023-12-11 15:59:12.613598,MCH008,START,Restart after Unplanned - Breakdown
1468,2023-12-13 12:08:36.843799,MCH008,STOP,Stop: Setup Adjustment
1469,2023-12-13 12:40:43.462586,MCH008,START,Restart after Changeover
1488,2023-12-17 09:54:14.914476,MCH008,STOP,Stop: Material Shortage
1489,2023-12-17 10:02:36.316151,MCH008,START,Restart after Unplanned - Process
6,2023-01-01 07:41:00.000000,MCH009,START,Initial startup
11,2023-01-01 17:50:40.546539,MCH009,ALARM,Pre-stop alarm: Electrical Fault
12,2023-01-01 17:50:40.546539,MCH009,STOP,Stop: Electrical Fault
14,2023-01-01 23:43:50.458411,MCH009,START,Restart after Unplanned - Breakdown
55,2023-01-07 06:57:55.902894,MCH009,STOP,Stop: Tooling Issue
56,2023-01-07 07:00:44.904968,MCH009,START,Restart after Unplanned - Process
70,2023-01-12 16:18:54.727148,MCH009,ALARM,Pre-stop alarm: Electrical Fault
71,2023-01-12 16:18:54.727148,MCH009,STOP,Stop: Electrical Fault
72,2023-01-13 03:31:10.460918,MCH009,START,Restart after Unplanned - Breakdown
90,2023-01-23 20:47:59.590933,MCH009,STOP,Stop: Setup Adjustment
91,2023-01-23 21:23:04.995127,MCH009,START,Restart after Changeover
171,2023-02-09 13:53:51.916316,MCH009,ALARM,Pre-stop alarm: Sensor Error
172,2023-02-09 13:53:51.916316,MCH009,STOP,Stop: Sensor Error
173,2023-02-09 15:24:50.793261,MCH009,START,Restart after Unplanned - Breakdown
196,2023-02-15 10:32:13.811697,MCH009,ALARM,Pre-stop alarm: Other Breakdown
197,2023-02-15 10:32:13.811697,MCH009,STOP,Stop: Other Breakdown
198,2023-02-15 12:13:09.588820,MCH009,START,Restart after Unplanned - Breakdown
208,2023-02-18 07:14:15.861823,MCH009,STOP,Stop: Quality Issue
209,2023-02-18 07:38:54.150686,MCH009,START,Restart after Unplanned - Process
296,2023-03-11 15:12:15.456451,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
297,2023-03-11 15:12:15.456451,MCH009,STOP,Stop: Hydraulic Leak
298,2023-03-11 15:23:30.186217,MCH009,START,Restart after Unplanned - Breakdown
324,2023-03-18 19:35:52.960105,MCH009,STOP,Stop: Product Changeover
325,2023-03-18 20:11:33.003134,MCH009,START,Restart after Changeover
334,2023-03-20 16:59:20.091629,MCH009,ALARM,Pre-stop alarm: Other Breakdown
335,2023-03-20 16:59:20.091629,MCH009,STOP,Stop: Other Breakdown
336,2023-03-20 17:28:41.292055,MCH009,START,Restart after Unplanned - Breakdown
364,2023-03-24 20:07:15.456758,MCH009,ALARM,Pre-stop alarm: Sensor Error
365,2023-03-24 20:07:15.456758,MCH009,STOP,Stop: Sensor Error
366,2023-03-24 20:56:47.008197,MCH009,START,Restart after Unplanned - Breakdown
371,2023-03-26 08:53:39.529382,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
372,2023-03-26 08:53:39.529382,MCH009,STOP,Stop: Hydraulic Leak
373,2023-03-26 09:37:06.710124,MCH009,START,Restart after Unplanned - Breakdown
375,2023-03-27 12:03:22.775150,MCH009,ALARM,Pre-stop alarm: Mechanical Failure
376,2023-03-27 12:03:22.775150,MCH009,STOP,Stop: Mechanical Failure
377,2023-03-27 15:10:25.044243,MCH009,START,Restart after Unplanned - Breakdown
398,2023-04-07 23:25:00.259499,MCH009,STOP,Stop: Tooling Issue
399,2023-04-07 23:34:40.136808,MCH009,START,Restart after Unplanned - Process
412,2023-04-11 18:33:23.867169,MCH009,ALARM,Pre-stop alarm: Other Breakdown
413,2023-04-11 18:33:23.867169,MCH009,STOP,Stop: Other Breakdown
416,2023-04-12 01:03:56.447138,MCH009,START,Restart after Unplanned - Breakdown
423,2023-04-14 07:56:31.936879,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
424,2023-04-14 07:56:31.936879,MCH009,STOP,Stop: Hydraulic Leak
428,2023-04-14 14:45:05.189719,MCH009,START,Restart after Unplanned - Breakdown
429,2023-04-16 09:41:09.649722,MCH009,ALARM,Pre-stop alarm: Sensor Error
430,2023-04-16 09:41:09.649722,MCH009,STOP,Stop: Sensor Error
431,2023-04-16 12:52:30.490548,MCH009,START,Restart after Unplanned - Breakdown
432,2023-04-16 13:01:45.488178,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
433,2023-04-16 13:01:45.488178,MCH009,STOP,Stop: Hydraulic Leak
437,2023-04-16 17:12:39.559036,MCH009,START,Restart after Unplanned - Breakdown
449,2023-04-19 18:28:28.779248,MCH009,ALARM,Pre-stop alarm: Mechanical Failure
450,2023-04-19 18:28:28.779248,MCH009,STOP,Stop: Mechanical Failure
451,2023-04-19 19:54:22.352299,MCH009,START,Restart after Unplanned - Breakdown
507,2023-05-03 11:35:39.290287,MCH009,ALARM,Pre-stop alarm: Other Breakdown
508,2023-05-03 11:35:39.290287,MCH009,STOP,Stop: Other Breakdown
509,2023-05-03 12:35:02.706598,MCH009,START,Restart after Unplanned - Breakdown
583,2023-05-23 07:09:49.622106,MCH009,STOP,Stop: Product Changeover
584,2023-05-23 07:35:16.940359,MCH009,START,Restart after Changeover
591,2023-05-24 07:26:56.680148,MCH009,STOP,Stop: Setup Adjustment
592,2023-05-24 07:51:55.923383,MCH009,START,Restart after Changeover
617,2023-05-28 04:41:27.777673,MCH009,STOP,Stop: Quality Issue
619,2023-05-28 05:07:25.516250,MCH009,START,Restart after Unplanned - Process
630,2023-06-01 10:57:38.253023,MCH009,STOP,Stop: Calibration
631,2023-06-01 17:57:30.029511,MCH009,START,Restart after Planned Maintenance
651,2023-06-04 23:54:20.922880,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
652,2023-06-04 23:54:20.922880,MCH009,STOP,Stop: Hydraulic Leak
656,2023-06-05 07:00:33.721029,MCH009,START,Restart after Unplanned - Breakdown
664,2023-06-07 23:53:39.326741,MCH009,ALARM,Pre-stop alarm: Hydraulic Leak
665,2023-06-07 23:53:39.326741,MCH009,STOP,Stop: Hydraulic Leak
668,2023-06-08 01:14:31.128549,MCH009,START,Restart after Unplanned - Breakdown
673,2023-06-08 14:42:54.955214,MCH009,ALARM,Pre-stop alarm: Mechanical Failure
674,2023-06-08 14:42:54.955214,MCH009,STOP,Stop: Mechanical Failure
678,2023-06-08 21:07:36.168471,MCH009,START,Restart after Unplanned - Breakdown
689,2023-06-12 11:28:29.673608,MCH009,STOP,Stop: Setup Adjustment
690,2023-06-12 11:55:26.729441,MCH009,START,Restart after Changeover
693,2023-06-14 05:20:38.437384,MCH009,ALARM,Pre-stop alarm: Other Breakdown
694,2023-06-14 05:20:38.437384,MCH009,STOP,Stop: Other Breakdown
695,2023-06-14 08:05:17.560192,MCH009,START,Restart after Unplanned - Breakdown
709,2023-06-19 04:40:21.604553,MCH009,STOP,Stop: Product Changeover
710,2023-06-19 05:11:55.477260,MCH009,START,Restart after Changeover
815,2023-07-14 08:07:51.603738,MCH009,STOP,Stop: Quality Issue
816,2023-07-14 08:36:13.788737,MCH009,START,Restart after Unplanned - Process
823,2023-07-18 19:51:16.264751,MCH009,ALARM,Pre-stop alarm: Mechanical Failure
824,2023-07-18 19:51:16.264751,MCH009,STOP,Stop: Mechanical Failure
828,2023-07-18 21:16:09.301849,MCH009,START,Restart after Unplanned - Breakdown
908,2023-08-07 09:18:06.228071,MCH009,STOP,Stop: Product Changeover
909,2023-08-07 09:48:03.988639,MCH009,START,Restart after Changeover
966,2023-08-19 22:56:59.971266,MCH009,STOP,Stop: Setup Adjustment
967,2023-08-19 23:30:11.581270,MCH009,START,Restart after Changeover
977,2023-08-20 14:59:17.152485,MCH009,ALARM,Pre-stop alarm: Electrical Fault
978,2023-08-20 14:59:17.152485,MCH009,STOP,Stop: Electrical Fault
979,2023-08-20 15:10:30.055338,MCH009,START,Restart after Unplanned - Breakdown
980,2023-08-21 02:32:43.417621,MCH009,STOP,Stop: Routine Check
983,2023-08-21 10:22:36.585111,MCH009,START,Restart after Planned Maintenance
995,2023-08-23 18:42:44.685677,MCH009,STOP,Stop: Quality Issue
996,2023-08-23 19:07:35.224697,MCH009,START,Restart after Unplanned - Process
997,2023-08-23 22:40:44.430581,MCH009,ALARM,Pre-stop alarm: Mechanical Failure
998,2023-08-23 22:40:44.430581,MCH009,STOP,Stop: Mechanical Failure
999,2023-08-23 22:45:39.605855,MCH009,START,Restart after Unplanned - Breakdown
1057,2023-09-09 16:25:48.678750,MCH009,ALARM,Pre-stop alarm: Sensor Error
1058,2023-09-09 16:25:48.678750,MCH009,STOP,Stop: Sensor Error
1059,2023-09-09 17:07:05.444460,MCH009,START,Restart after Unplanned - Breakdown
1093,2023-09-20 12:04:23.678574,MCH009,STOP,Stop: Tooling Issue
1094,2023-09-20 14:08:48.916149,MCH009,START,Restart after Unplanned - Process
1101,2023-09-21 12:15:52.466512,MCH009,STOP,Stop: Setup Adjustment
1102,2023-09-21 12:44:12.050500,MCH009,START,Restart after Changeover
1122,2023-09-24 07:22:09.762922,MCH009,ALARM,Pre-stop alarm: Sensor Error
1123,2023-09-24 07:22:09.762922,MCH009,STOP,Stop: Sensor Error
1124,2023-09-24 11:18:20.842219,MCH009,START,Restart after Unplanned - Breakdown
1127,2023-09-25 00:55:45.870649,MCH009,STOP,Stop: Product Changeover
1128,2023-09-25 01:29:39.761311,MCH009,START,Restart after Changeover
1137,2023-09-26 09:26:03.723507,MCH009,ALARM,Pre-stop alarm: Other Breakdown
1138,2023-09-26 09:26:03.723507,MCH009,STOP,Stop: Other Breakdown
1144,2023-09-26 22:55:38.499762,MCH009,START,Restart after Unplanned - Breakdown
1147,2023-09-27 18:43:37.897059,MCH009,ALARM,Pre-stop alarm: Sensor Error
1148,2023-09-27 18:43:37.897059,MCH009,STOP,Stop: Sensor Error
1149,2023-09-27 18:46:40.875309,MCH009,START,Restart after Unplanned - Breakdown
1196,2023-10-09 14:24:19.186962,MCH009,STOP,Stop: Material Shortage
1197,2023-10-09 14:48:15.446414,MCH009,START,Restart after Unplanned - Process
1214,2023-10-14 15:37:29.670631,MCH009,ALARM,Pre-stop alarm: Electrical Fault
1215,2023-10-14 15:37:29.670631,MCH009,STOP,Stop: Electrical Fault
1216,2023-10-14 17:33:43.981488,MCH009,START,Restart after Unplanned - Breakdown
1225,2023-10-17 19:26:35.331747,MCH009,STOP,Stop: Setup Adjustment
1226,2023-10-17 19:51:16.687172,MCH009,START,Restart after Changeover
1248,2023-10-22 14:57:15.467188,MCH009,ALARM,Pre-stop alarm: Electrical Fault
1249,2023-10-22 14:57:15.467188,MCH009,STOP,Stop: Electrical Fault
1250,2023-10-22 19:11:51.520324,MCH009,START,Restart after Unplanned - Breakdown
